"seed","file","fdr_col","threshold","target_pass","target_total","decoy_pass","decoy_total"
41,"tcell10p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
41,"tcell1p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,13,132,0,0
41,"tcell30p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
41,"tcell3p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
42,"drep_tcell100p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
42,"tcell0pt3p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
42,"tcell10p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
42,"tcell1p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
42,"tcell30p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
42,"tcell3p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,2,132,0,0
42,"drep_tcell100p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
42,"tcell0pt3p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
42,"tcell10p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
42,"tcell1p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,13,132,0,0
42,"tcell30p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
42,"tcell3p_scored_target_seed42_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,45,132,0,0
43,"drep_tcell100p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
43,"tcell0pt3p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
43,"tcell10p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
43,"tcell1p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
43,"tcell30p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
43,"tcell3p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
43,"drep_tcell100p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
43,"tcell0pt3p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,27,132,0,0
43,"tcell10p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
43,"tcell1p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,18,132,0,0
43,"tcell30p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
43,"tcell3p_scored_target_seed43_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
44,"drep_tcell100p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
44,"tcell0pt3p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
44,"tcell10p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,21,132,0,0
44,"tcell1p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
44,"tcell30p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
44,"tcell3p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
44,"drep_tcell100p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
44,"tcell0pt3p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,28,132,0,0
44,"tcell10p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
44,"tcell1p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
44,"tcell30p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
44,"tcell3p_scored_target_seed44_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
45,"drep_tcell100p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
45,"tcell0pt3p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
45,"tcell10p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
45,"tcell1p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
45,"tcell30p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
45,"tcell3p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,8,132,0,0
45,"drep_tcell100p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
45,"tcell0pt3p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
45,"tcell10p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
45,"tcell1p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,20,132,0,0
45,"tcell30p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
45,"tcell3p_scored_target_seed45_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,53,132,0,0
46,"drep_tcell100p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
46,"tcell0pt3p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
46,"tcell10p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
46,"tcell1p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
46,"tcell30p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
46,"tcell3p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
46,"drep_tcell100p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
46,"tcell0pt3p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,43,132,0,0
46,"tcell10p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
46,"tcell1p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,9,132,0,0
46,"tcell30p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
46,"tcell3p_scored_target_seed46_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
47,"drep_tcell100p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
47,"tcell0pt3p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
47,"tcell10p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,26,132,0,0
47,"tcell1p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
47,"tcell30p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
47,"tcell3p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
47,"drep_tcell100p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
47,"tcell0pt3p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,37,132,0,0
47,"tcell10p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
47,"tcell1p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,9,132,0,0
47,"tcell30p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
47,"tcell3p_scored_target_seed47_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,46,132,0,0
48,"drep_tcell100p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
48,"tcell0pt3p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
48,"tcell10p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
48,"tcell1p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
48,"tcell30p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
48,"tcell3p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,8,132,0,0
48,"drep_tcell100p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,117,132,0,0
48,"tcell0pt3p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,38,132,0,0
48,"tcell10p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
48,"tcell1p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,5,132,0,0
48,"tcell30p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,95,132,0,0
48,"tcell3p_scored_target_seed48_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
49,"drep_tcell100p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
49,"tcell0pt3p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
49,"tcell10p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
49,"tcell1p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
49,"tcell30p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,57,132,0,0
49,"tcell3p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
49,"drep_tcell100p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
49,"tcell0pt3p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,32,132,0,0
49,"tcell10p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
49,"tcell1p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,25,132,0,0
49,"tcell30p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
49,"tcell3p_scored_target_seed49_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
50,"drep_tcell100p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
50,"tcell0pt3p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
50,"tcell10p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,23,132,0,0
50,"tcell1p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
50,"tcell30p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
50,"tcell3p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,3,132,0,0
50,"drep_tcell100p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
50,"tcell0pt3p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
50,"tcell10p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
50,"tcell1p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,11,132,0,0
50,"tcell30p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
50,"tcell3p_scored_target_seed50_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,47,132,0,0
51,"drep_tcell100p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
51,"tcell0pt3p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
51,"tcell10p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
51,"tcell1p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
51,"tcell30p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
51,"tcell3p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
51,"drep_tcell100p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
51,"tcell0pt3p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,28,132,0,0
51,"tcell10p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
51,"tcell1p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,16,132,0,0
51,"tcell30p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
51,"tcell3p_scored_target_seed51_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,52,132,0,0
52,"drep_tcell100p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
52,"tcell0pt3p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
52,"tcell10p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,26,132,0,0
52,"tcell1p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
52,"tcell30p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
52,"tcell3p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
52,"drep_tcell100p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
52,"tcell0pt3p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,27,132,0,0
52,"tcell10p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
52,"tcell1p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
52,"tcell30p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
52,"tcell3p_scored_target_seed52_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
53,"drep_tcell100p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
53,"tcell0pt3p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
53,"tcell10p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
53,"tcell1p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
53,"tcell30p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,57,132,0,0
53,"tcell3p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
53,"drep_tcell100p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
53,"tcell0pt3p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,33,132,0,0
53,"tcell10p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
53,"tcell1p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
53,"tcell30p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
53,"tcell3p_scored_target_seed53_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,44,132,0,0
54,"drep_tcell100p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
54,"tcell0pt3p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
54,"tcell10p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
54,"tcell1p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
54,"tcell30p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
54,"tcell3p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
54,"drep_tcell100p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
54,"tcell0pt3p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,33,132,0,0
54,"tcell10p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
54,"tcell1p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,17,132,0,0
54,"tcell30p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
54,"tcell3p_scored_target_seed54_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,52,132,0,0
55,"drep_tcell100p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
55,"tcell0pt3p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
55,"tcell10p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
55,"tcell1p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
55,"tcell30p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
55,"tcell3p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
55,"drep_tcell100p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
55,"tcell0pt3p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
55,"tcell10p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
55,"tcell1p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,11,132,0,0
55,"tcell30p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
55,"tcell3p_scored_target_seed55_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
56,"drep_tcell100p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
56,"tcell0pt3p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
56,"tcell10p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
56,"tcell1p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
56,"tcell30p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
56,"tcell3p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
56,"drep_tcell100p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
56,"tcell0pt3p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,33,132,0,0
56,"tcell10p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
56,"tcell1p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
56,"tcell30p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
56,"tcell3p_scored_target_seed56_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
57,"drep_tcell100p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
57,"tcell0pt3p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
57,"tcell10p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
57,"tcell1p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
57,"tcell30p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
57,"tcell3p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,11,132,0,0
57,"drep_tcell100p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
57,"tcell0pt3p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
57,"tcell10p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,66,132,0,0
57,"tcell1p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
57,"tcell30p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
57,"tcell3p_scored_target_seed57_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,55,132,0,0
58,"drep_tcell100p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
58,"tcell0pt3p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
58,"tcell10p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
58,"tcell1p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
58,"tcell30p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
58,"tcell3p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,8,132,0,0
58,"drep_tcell100p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
58,"tcell0pt3p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,37,132,0,0
58,"tcell10p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
58,"tcell1p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,18,132,0,0
58,"tcell30p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
58,"tcell3p_scored_target_seed58_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,53,132,0,0
59,"drep_tcell100p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
59,"tcell0pt3p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
59,"tcell10p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
59,"tcell1p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
59,"tcell30p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
59,"tcell3p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,3,132,0,0
59,"drep_tcell100p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
59,"tcell0pt3p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,37,132,0,0
59,"tcell10p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,67,132,0,0
59,"tcell1p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,22,132,0,0
59,"tcell30p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,95,132,0,0
59,"tcell3p_scored_target_seed59_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,45,132,0,0
60,"drep_tcell100p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
60,"tcell0pt3p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
60,"tcell10p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
60,"tcell1p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
60,"tcell30p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
60,"tcell3p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,7,132,0,0
60,"drep_tcell100p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,117,132,0,0
60,"tcell0pt3p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
60,"tcell10p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
60,"tcell1p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,3,132,0,0
60,"tcell30p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
60,"tcell3p_scored_target_seed60_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
61,"drep_tcell100p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
61,"tcell0pt3p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
61,"tcell10p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
61,"tcell1p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
61,"tcell30p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,57,132,0,0
61,"tcell3p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
61,"drep_tcell100p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
61,"tcell0pt3p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
61,"tcell10p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
61,"tcell1p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,21,132,0,0
61,"tcell30p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,98,132,0,0
61,"tcell3p_scored_target_seed61_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,52,132,0,0
